epoch,acc,loss,val_acc,val_loss
0,0.632264179304,3.21872316485,0.628834724426,2.91755080223
1,0.669031941115,2.62460050844,0.461968004704,3.4590742588
2,0.682634505711,2.28974367005,0.579019665718,2.49621295929
3,0.683485027454,2.07352847351,0.603511929512,2.40040326118
4,0.691584210282,1.89067130138,0.646739840508,2.12947821617
5,0.695379412542,1.74998486859,0.67440032959,1.81710970402
6,0.685397111798,1.70552650135,0.846026360989,1.14378011227
7,0.688869979079,1.60813189614,0.704697489738,1.63385426998
8,0.691147931226,1.5594485051,0.656208515167,1.50803244114
9,0.699750238902,1.48688000522,0.833941102028,1.0281482935
10,0.695765438145,1.4653291988,0.755971312523,1.34950184822
11,0.696384931672,1.44014330841,0.673296093941,1.65207898617
12,0.704370622357,1.38929213481,0.773939967155,1.33532392979
13,0.703486070241,1.36508758917,0.842614114285,1.05797100067
14,0.700482806931,1.34805743784,0.595687389374,1.9388204813
15,0.700862179472,1.33570723297,0.662575900555,1.52843809128
16,0.695584656033,1.34141872966,0.765974104404,1.16317212582
17,0.697261616384,1.32044318155,0.499101370573,2.12178897858
18,0.701944781901,1.27109985196,0.638381302357,1.82379233837
19,0.714207209136,1.24607505537,0.748088955879,1.19796681404
20,0.718277648704,1.20556115369,0.686888575554,1.35035800934
21,0.709788095053,1.22748199718,0.678248882294,1.27860081196
22,0.720632218335,1.16162597888,0.549868702888,1.8639690876
23,0.722547674424,1.15791833442,0.715274751186,1.20793771744
24,0.711437805058,1.17758539809,0.674737095833,1.40264856815
25,0.725391083792,1.13542894386,0.81327778101,0.950523614883
26,0.732914084441,1.09684669032,0.697054862976,1.26152765751
27,0.726115571309,1.12066286517,0.754983067513,1.08149468899
28,0.730823996949,1.07864710158,0.614160299301,1.57022809982
29,0.734281694236,1.06804854821,0.757219076157,1.09799909592
30,0.74511558634,1.04279423005,0.666791200638,1.48577094078
31,0.739853230445,1.06028895672,0.698314130306,1.32455599308
32,0.745514639436,1.03502595302,0.741613924503,1.04911053181
33,0.738440139653,1.02953624399,0.671847462654,1.74691259861
34,0.736354128955,1.03805397226,0.676600515842,1.57608306408
35,0.748356150846,1.01664986512,0.799201190472,1.07940423489
36,0.7532477436,0.990319347137,0.684291541576,1.41532468796
37,0.762504035479,0.941020445873,0.763714075089,1.09877669811
38,0.769560475464,0.936884493452,0.713458836079,1.11909401417
39,0.763849708315,0.95102439882,0.631852149963,1.87772679329
40,0.768279029898,0.922214570519,0.761113286018,1.01297879219
41,0.772135724352,0.919996658008,0.748553574085,1.31917929649
42,0.771066639113,0.913153422614,0.701413452625,1.16112065315
43,0.77735399465,0.890478908199,0.713841617107,1.29152095318
44,0.773073753265,0.904505973401,0.773509442806,0.975975632668
45,0.766431360212,0.914698400726,0.761575639248,1.15370976925
46,0.775018717328,0.876443241965,0.808741748333,0.964385807514
47,0.779576619602,0.876548410687,0.685200512409,1.39954268932
48,0.788934581084,0.847897541033,0.712743461132,1.17544126511
49,0.795551779335,0.820857130297,0.783576130867,0.904968440533
50,0.793610222127,0.829368574162,0.548029005527,1.8538506031
51,0.799248294879,0.800605651042,0.627377867699,1.67543172836
52,0.805548195153,0.78708149901,0.732125401497,1.25082457066
53,0.790700798165,0.836987903673,0.58677303791,2.25301742554
54,0.797366514598,0.808985248004,0.5984197855,1.6977404356
55,0.804048513713,0.785048164733,0.707802951336,1.68198752403
56,0.812046856505,0.765699168795,0.586585283279,1.60750603676
57,0.80132597889,0.795002597856,0.62094271183,1.613317132
58,0.816066434939,0.755776891561,0.731535375118,1.09124231339
59,0.814701782106,0.758138612525,0.804237425327,0.962836802006
60,0.823501305629,0.72992165897,0.702702879906,1.56914615631
61,0.825373136426,0.717706888098,0.820715427399,0.944548845291
62,0.825854570082,0.71750057009,0.651205837727,1.66155958176
63,0.827985465935,0.707022649172,0.74422878027,1.77387261391
64,0.836630509733,0.677986941109,0.658648192883,1.7814770937
65,0.8301148137,0.704231887648,0.787414669991,0.882851660252
66,0.834081940047,0.688316774491,0.813879609108,1.02944767475
67,0.834791512522,0.688509079079,0.750117897987,1.28012835979
68,0.842687534959,0.669159869625,0.615226566792,2.2977836132
69,0.846945798969,0.648183220666,0.60598731041,1.8733355999
70,0.852112727622,0.63322535096,0.77191734314,1.14064955711
71,0.840717420186,0.660773705334,0.712785184383,1.53821241856
72,0.844173355054,0.656624772573,0.667560398579,1.74175870419
73,0.849832814442,0.636718667942,0.734867691994,1.11324214935
74,0.850823011709,0.630981763952,0.666536152363,1.95182931423
75,0.845616933418,0.650780013571,0.799159407616,1.12881827354
76,0.849428890503,0.634212965426,0.677485704422,1.23949933052
77,0.851100737101,0.633433795955,0.762105882168,0.890212595463
78,0.842632245528,0.656782712226,0.776024758816,1.01291704178
79,0.860017553176,0.600134323313,0.686551630497,1.57838129997
80,0.862642088165,0.595646802285,0.7480712533,1.06692349911
81,0.865583412043,0.584130826266,0.744627535343,1.16400957108
82,0.855448465641,0.618764830166,0.807782769203,0.915100395679
83,0.856375942083,0.618966389805,0.522873699665,1.89580178261
84,0.860139152775,0.600671135808,0.694344341755,1.84051859379
85,0.86736351619,0.576851536558,0.698780655861,2.06983160973
86,0.864910850378,0.58774920257,0.762576162815,1.40056991577
87,0.865333917615,0.582407899507,0.686704933643,1.49479877949
88,0.875538084605,0.55350344822,0.775052130222,1.09695267677
89,0.865989209038,0.588620119103,0.663383245468,1.56338632107
90,0.865302346749,0.590246527366,0.750855147839,1.194876194
91,0.869691426623,0.57658921325,0.808793723583,0.884092628956
92,0.874162911144,0.558627492761,0.758000433445,1.11066055298
93,0.882233075491,0.531916930659,0.795191287994,1.1520755291
94,0.864910679729,0.58192798087,0.663128197193,1.5966001749
95,0.880293532594,0.536284356085,0.5985673666,2.43963527679
96,0.879606932402,0.54206324236,0.602778553963,2.63547277451
97,0.876782039665,0.546478180036,0.734704196453,1.30913317204
98,0.879903973374,0.538914991772,0.584997117519,1.76356172562
99,0.882867319535,0.530728067233,0.705170094967,1.72749459743
100,0.884397200117,0.521944538984,0.66856098175,1.34576499462
101,0.888542336144,0.515810335336,0.601112306118,2.36910748482
102,0.877351050916,0.547213033046,0.821694135666,0.997943401337
103,0.883551744157,0.530530719112,0.66733533144,1.28638005257
104,0.883266626156,0.525457280344,0.731393873692,1.65574979782
105,0.884297489712,0.525136468958,0.809038579464,1.04961025715
106,0.884742883787,0.520162924512,0.711824655533,1.27910852432
107,0.875810798309,0.547702929337,0.644388198853,2.86828112602
108,0.885659114955,0.515883284685,0.683103680611,1.94006443024
109,0.883003301408,0.532508459401,0.727784395218,1.34022164345
110,0.895971256576,0.485120269125,0.725016355515,1.63501060009
111,0.893216561781,0.495600491966,0.769358158112,1.44496190548
112,0.892648483792,0.496475919877,0.739808261395,1.29059171677
113,0.893234729767,0.496586962105,0.763694405556,1.17855155468
114,0.891547779514,0.498960768523,0.669527471066,1.42190623283
115,0.902703173765,0.466027197977,0.704022049904,2.26105690002
116,0.876695922385,0.549230483297,0.768291831017,1.0142635107
117,0.896253310246,0.484193669402,0.79785823822,1.19793272018
118,0.880726361111,0.533837244731,0.729775428772,1.00045359135
119,0.892345792627,0.49763869239,0.66665583849,2.27466368675
120,0.892797977957,0.492723873013,0.727950036526,1.2477401495
121,0.89484445567,0.487663259245,0.779815495014,1.41931259632
122,0.901016078175,0.470892167459,0.736274719238,1.53579640388
123,0.899942717324,0.472230539951,0.614311873913,2.07850694656
124,0.892339819098,0.493233722163,0.652027070522,1.2860994339
125,0.900867497676,0.47103600796,0.672172307968,1.8389095068
126,0.899156793748,0.475983804424,0.790892601013,0.901538193226
127,0.895189003177,0.484054173509,0.777834415436,1.25203335285
128,0.888820395486,0.507464797325,0.772421360016,1.23501944542
129,0.893633229684,0.490721927522,0.523724675179,3.38667297363
130,0.905430376121,0.455447586432,0.650990843773,1.77550792694
131,0.901648055609,0.468367767456,0.777105093002,1.35020112991
132,0.895539861019,0.485322440936,0.708065986633,1.27006924152
133,0.904535598951,0.456651131584,0.744856476784,1.43415880203
134,0.909716023566,0.443410965882,0.599169313908,1.8701479435
135,0.907818339459,0.447211761793,0.631684660912,1.80918252468
136,0.903455964915,0.459895650001,0.7757178545,1.59687685966
137,0.901072861397,0.465939423401,0.702652812004,1.4065747261
138,0.905581827033,0.454591484307,0.755347728729,1.21998620033
139,0.897407055718,0.47729430562,0.562362730503,2.55506706238
140,0.904775521527,0.45772270103,0.569529414177,1.93023359776
141,0.905854295786,0.451243461403,0.801463365555,1.47582411766
142,0.913057889024,0.430076680363,0.781403720379,1.43342065811
143,0.907911259018,0.442918118549,0.722790181637,1.09481990337
144,0.906244021164,0.449175310257,0.775299549103,1.88589882851
145,0.906729575298,0.446896045584,0.723808407784,1.58576524258
146,0.907241920902,0.445969114361,0.710908055305,1.41237580776
147,0.906480495244,0.451925548584,0.676554679871,1.76240670681
148,0.899981183957,0.465761766654,0.722473502159,2.62028169632
149,0.899694543179,0.472267896549,0.780387461185,1.30973935127
150,0.913891662474,0.42491928539,0.720643818378,1.54387664795
151,0.898465611755,0.473824588199,0.693190276623,1.6035554409
152,0.899840808895,0.471319798941,0.757069408894,1.47471475601
153,0.908463110254,0.448282037288,0.759126245975,1.57125079632
154,0.917016606625,0.414885765682,0.623670876026,2.00826573372
155,0.905848397376,0.448460032475,0.639794170856,2.26159596443
156,0.910191819684,0.433305994084,0.757978081703,1.29907858372
157,0.919003198816,0.409619615503,0.749986469746,1.36955714226
158,0.906568211644,0.450464271519,0.805632591248,0.84216272831
159,0.916869116973,0.415642998194,0.842967271805,1.06344306469
160,0.917727534085,0.412801246937,0.807812869549,1.22955310345
161,0.909784677094,0.435604008706,0.595171272755,1.82300829887
162,0.895120578269,0.483822585581,0.615788519382,2.90102696419
163,0.911793107856,0.433988323563,0.784823656082,1.16745972633
164,0.913046383286,0.427519263674,0.559249639511,2.65008068085
165,0.916414981427,0.419254631621,0.791051924229,0.98975455761
166,0.921425080054,0.399057331763,0.60704344511,2.67283844948
167,0.918426218098,0.406152711135,0.727766513824,1.94756913185
168,0.890580364694,0.497762814368,0.688650369644,2.001278162
169,0.90013714645,0.46752814622,0.765539824963,1.54776930809
170,0.912719099081,0.427721416909,0.800548553467,1.57700753212
171,0.912999332359,0.425988145887,0.712104022503,1.51427364349
172,0.914593140965,0.420984024054,0.684740245342,2.16618013382
173,0.912779089523,0.427276159394,0.788584470749,1.21628630161
174,0.919532886107,0.405832518045,0.605901241302,2.13121891022
175,0.918423519151,0.406623276333,0.702772438526,1.61512553692
176,0.901453616276,0.463759475579,0.714547038078,1.48786091805
177,0.917615993382,0.411713082496,0.712990522385,1.42627644539
178,0.921845017231,0.402261811372,0.768257975578,1.25854945183
179,0.911534700492,0.429485566608,0.653500080109,1.62380838394
180,0.918055789111,0.410664974214,0.712926924229,1.33898413181
181,0.917240898903,0.411363192413,0.717869699001,2.15965080261
182,0.916380248658,0.415153362571,0.647329747677,2.31069731712
183,0.915593244033,0.414180826651,0.597417354584,2.8312830925
184,0.918135829168,0.406934741017,0.679014325142,2.06838703156
185,0.895762463139,0.486239782956,0.745817303658,1.3325574398
186,0.902896027859,0.45866871717,0.700785517693,1.5392575264
187,0.923249654982,0.397652797503,0.786788880825,1.01392316818
188,0.915488085926,0.418577039691,0.739555299282,1.48806798458
189,0.923188886822,0.392608506835,0.664062738419,1.55530321598
190,0.924414918031,0.389245325572,0.712667763233,1.55839717388
191,0.91442135303,0.420443675289,0.709662377834,2.05294013023
192,0.916977425144,0.41188152461,0.738171935081,1.76113820076
193,0.92385466458,0.38981134026,0.782603681087,1.06449663639
194,0.927195072991,0.377924857483,0.705566942692,1.63900876045
195,0.91809518819,0.407002475368,0.730449140072,1.36280477047
196,0.881789038851,0.531129868267,0.619465649128,2.18491077423
197,0.917934259323,0.410907567568,0.7447488904,1.34135127068
198,0.923735080925,0.389101021094,0.630600452423,2.81656384468
199,0.92966716461,0.372304255015,0.756981790066,1.25128901005
